1292 246 0 0 1169
6317 1872 0 0 5381
12885 3016 0 0 11377
15847 3946 0 0 13874
4233 1330 0 0 3568
4447 1518 0 0 3688
6032 2036 0 0 5014
6422 1210 4 0 5813
1067 218 0 0 958
435 70 0 0 400
5896 1300 0 0 5246
