129
158
176
266
161
417
295
654
253
670
307
429
167
217
410
253
501
611
272
541
467
214
97
305
246
315
682
585
615
410
200
275
515
388
342
789
434
586
379
458
695
974
521
1493
881
814
402
485
2019
857
1688
614
447
610
727
410
459
943
447
1103
189
1071
986
1171
431
1092
1203
359
521
413
648
302
1429
1024
1629
406
99
168
11009
459
